date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
11-10-2013,Lithuania,Latvia,2,0,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
11-10-2013,Luxembourg,Russia,0,4,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
11-10-2013,Malta,Czech Republic,1,4,FIFA World Cup qualification,Attard,Malta,FALSE
11-10-2013,Mexico,Panama,2,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE
11-10-2013,Moldova,San Marino,3,0,FIFA World Cup qualification,Chișinău,Moldova,FALSE
11-10-2013,Netherlands,Hungary,8,1,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
11-10-2013,Portugal,Israel,1,1,FIFA World Cup qualification,Lisbon,Portugal,FALSE
11-10-2013,Slovenia,Norway,3,0,FIFA World Cup qualification,Maribor,Slovenia,FALSE
11-10-2013,Spain,Belarus,2,1,FIFA World Cup qualification,Palma de Mallorca,Spain,FALSE
11-10-2013,Sweden,Austria,2,1,FIFA World Cup qualification,Solna,Sweden,FALSE
11-10-2013,Ukraine,Poland,1,0,FIFA World Cup qualification,Kharkiv,Ukraine,FALSE
11-10-2013,United States,Jamaica,2,0,FIFA World Cup qualification,Kansas City,United States,FALSE
11-10-2013,Venezuela,Paraguay,1,1,FIFA World Cup qualification,San Cristóbal,Venezuela,FALSE
11-10-2013,Wales,North Macedonia,1,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
12-10-2013,Burkina Faso,Algeria,3,2,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
12-10-2013,Ivory Coast,Senegal,3,1,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
13-10-2013,Ethiopia,Nigeria,1,2,FIFA World Cup qualification,Addis Ababa,Ethiopia,FALSE
13-10-2013,Tunisia,Cameroon,0,0,FIFA World Cup qualification,Radès,Tunisia,FALSE
15-10-2013,Azerbaijan,Russia,1,1,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
15-10-2013,Belgium,Wales,1,1,FIFA World Cup qualification,Brussels,Belgium,FALSE
15-10-2013,Bulgaria,Czech Republic,0,1,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
15-10-2013,Chile,Ecuador,2,1,FIFA World Cup qualification,Santiago,Chile,FALSE
15-10-2013,Costa Rica,Mexico,2,1,FIFA World Cup qualification,San José,Costa Rica,FALSE
15-10-2013,Cyprus,Albania,0,0,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
15-10-2013,Denmark,Malta,6,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
15-10-2013,England,Poland,2,0,FIFA World Cup qualification,London,England,FALSE
15-10-2013,Faroe Islands,Austria,0,3,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
15-10-2013,France,Finland,3,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
15-10-2013,Ghana,Egypt,6,1,FIFA World Cup qualification,Kumasi,Ghana,FALSE
15-10-2013,Greece,Liechtenstein,2,0,FIFA World Cup qualification,Piraeus,Greece,FALSE
15-10-2013,Hungary,Andorra,2,0,FIFA World Cup qualification,Budapest,Hungary,FALSE
15-10-2013,Republic of Ireland,Kazakhstan,3,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
15-10-2013,Israel,Northern Ireland,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE
15-10-2013,Italy,Armenia,2,2,FIFA World Cup qualification,Naples,Italy,FALSE
15-10-2013,Jamaica,Honduras,2,2,FIFA World Cup qualification,Kingston,Jamaica,FALSE
15-10-2013,Latvia,Slovakia,2,2,FIFA World Cup qualification,Riga,Latvia,FALSE
15-10-2013,Lithuania,Bosnia and Herzegovina,0,1,FIFA World Cup qualification,Kaunas,Lithuania,FALSE
15-10-2013,Montenegro,Moldova,2,5,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
15-10-2013,Norway,Iceland,1,1,FIFA World Cup qualification,Oslo,Norway,FALSE
15-10-2013,Panama,United States,2,3,FIFA World Cup qualification,Panama City,Panama,FALSE
15-10-2013,Paraguay,Colombia,1,2,FIFA World Cup qualification,Asunción,Paraguay,FALSE
15-10-2013,Peru,Bolivia,1,1,FIFA World Cup qualification,Lima,Peru,FALSE
15-10-2013,Portugal,Luxembourg,3,0,FIFA World Cup qualification,Coimbra,Portugal,FALSE
15-10-2013,Romania,Estonia,2,0,FIFA World Cup qualification,Bucharest,Romania,FALSE
15-10-2013,San Marino,Ukraine,0,8,FIFA World Cup qualification,Serravalle,San Marino,FALSE
15-10-2013,Scotland,Croatia,2,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
15-10-2013,Serbia,North Macedonia,5,1,FIFA World Cup qualification,Jagodina,Serbia,FALSE
15-10-2013,Spain,Georgia,2,0,FIFA World Cup qualification,Albacete,Spain,FALSE
15-10-2013,Sweden,Germany,3,5,FIFA World Cup qualification,Solna,Sweden,FALSE
15-10-2013,Switzerland,Slovenia,1,0,FIFA World Cup qualification,Berne,Switzerland,FALSE
15-10-2013,Turkey,Netherlands,0,2,FIFA World Cup qualification,Istanbul,Turkey,FALSE
15-10-2013,Uruguay,Argentina,3,2,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
13-11-2013,Jordan,Uruguay,0,5,FIFA World Cup qualification,Amman,Jordan,FALSE
13-11-2013,Mexico,New Zealand,5,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE
15-11-2013,Greece,Romania,3,1,FIFA World Cup qualification,Piraeus,Greece,FALSE
15-11-2013,Iceland,Croatia,0,0,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
15-11-2013,Portugal,Sweden,1,0,FIFA World Cup qualification,Lisbon,Portugal,FALSE
15-11-2013,Ukraine,France,2,0,FIFA World Cup qualification,Kyiv,Ukraine,FALSE
16-11-2013,Nigeria,Ethiopia,2,0,FIFA World Cup qualification,Calabar,Nigeria,FALSE
16-11-2013,Senegal,Ivory Coast,1,1,FIFA World Cup qualification,Casablanca,Morocco,TRUE
17-11-2013,Cameroon,Tunisia,4,1,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
19-11-2013,Algeria,Burkina Faso,1,0,FIFA World Cup qualification,Blida,Algeria,FALSE
19-11-2013,Croatia,Iceland,2,0,FIFA World Cup qualification,Zagreb,Croatia,FALSE
19-11-2013,Egypt,Ghana,2,1,FIFA World Cup qualification,Cairo,Egypt,FALSE
19-11-2013,France,Ukraine,3,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
19-11-2013,Romania,Greece,1,1,FIFA World Cup qualification,Bucharest,Romania,FALSE
19-11-2013,Sweden,Portugal,2,3,FIFA World Cup qualification,Solna,Sweden,FALSE
20-11-2013,New Zealand,Mexico,2,4,FIFA World Cup qualification,Wellington,New Zealand,FALSE
20-11-2013,Uruguay,Jordan,0,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
12-06-2014,Brazil,Croatia,3,1,FIFA World Cup,São Paulo,Brazil,FALSE
13-06-2014,Chile,Australia,3,1,FIFA World Cup,Cuiabá,Brazil,TRUE
13-06-2014,Mexico,Cameroon,1,0,FIFA World Cup,Natal,Brazil,TRUE
13-06-2014,Spain,Netherlands,1,5,FIFA World Cup,Salvador,Brazil,TRUE
14-06-2014,Colombia,Greece,3,0,FIFA World Cup,Belo Horizonte,Brazil,TRUE
14-06-2014,England,Italy,1,2,FIFA World Cup,Manaus,Brazil,TRUE
14-06-2014,Ivory Coast,Japan,2,1,FIFA World Cup,Recife,Brazil,TRUE
14-06-2014,Uruguay,Costa Rica,1,3,FIFA World Cup,Fortaleza,Brazil,TRUE
15-06-2014,Argentina,Bosnia and Herzegovina,2,1,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
15-06-2014,France,Honduras,3,0,FIFA World Cup,Porto Alegre,Brazil,TRUE
15-06-2014,Switzerland,Ecuador,2,1,FIFA World Cup,Brasília,Brazil,TRUE
16-06-2014,Germany,Portugal,4,0,FIFA World Cup,Salvador,Brazil,TRUE
16-06-2014,Ghana,United States,1,2,FIFA World Cup,Natal,Brazil,TRUE
16-06-2014,Iran,Nigeria,0,0,FIFA World Cup,Curitiba,Brazil,TRUE
17-06-2014,Belgium,Algeria,2,1,FIFA World Cup,Belo Horizonte,Brazil,TRUE
17-06-2014,Brazil,Mexico,0,0,FIFA World Cup,Fortaleza,Brazil,FALSE
17-06-2014,Russia,South Korea,1,1,FIFA World Cup,Cuiabá,Brazil,TRUE
18-06-2014,Australia,Netherlands,2,3,FIFA World Cup,Curitiba,Brazil,TRUE
18-06-2014,Cameroon,Croatia,0,4,FIFA World Cup,Manaus,Brazil,TRUE
18-06-2014,Spain,Chile,0,2,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
19-06-2014,Colombia,Ivory Coast,2,1,FIFA World Cup,Brasília,Brazil,TRUE
19-06-2014,Japan,Greece,0,0,FIFA World Cup,Natal,Brazil,TRUE
19-06-2014,Uruguay,England,2,1,FIFA World Cup,São Paulo,Brazil,TRUE
20-06-2014,Honduras,Ecuador,1,2,FIFA World Cup,Curitiba,Brazil,TRUE
20-06-2014,Italy,Costa Rica,0,1,FIFA World Cup,Recife,Brazil,TRUE
20-06-2014,Switzerland,France,2,5,FIFA World Cup,Salvador,Brazil,TRUE
21-06-2014,Argentina,Iran,1,0,FIFA World Cup,Belo Horizonte,Brazil,TRUE
21-06-2014,Germany,Ghana,2,2,FIFA World Cup,Fortaleza,Brazil,TRUE
21-06-2014,Nigeria,Bosnia and Herzegovina,1,0,FIFA World Cup,Cuiabá,Brazil,TRUE
22-06-2014,Belgium,Russia,1,0,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
22-06-2014,South Korea,Algeria,2,4,FIFA World Cup,Porto Alegre,Brazil,TRUE
22-06-2014,United States,Portugal,2,2,FIFA World Cup,Manaus,Brazil,TRUE
23-06-2014,Australia,Spain,0,3,FIFA World Cup,Curitiba,Brazil,TRUE
23-06-2014,Brazil,Cameroon,4,1,FIFA World Cup,Brasília,Brazil,FALSE
23-06-2014,Croatia,Mexico,1,3,FIFA World Cup,Recife,Brazil,TRUE
23-06-2014,Netherlands,Chile,2,0,FIFA World Cup,São Paulo,Brazil,TRUE
24-06-2014,Costa Rica,England,0,0,FIFA World Cup,Belo Horizonte,Brazil,TRUE
24-06-2014,Greece,Ivory Coast,2,1,FIFA World Cup,Fortaleza,Brazil,TRUE
24-06-2014,Italy,Uruguay,0,1,FIFA World Cup,Natal,Brazil,TRUE
24-06-2014,Japan,Colombia,1,4,FIFA World Cup,Cuiabá,Brazil,TRUE
25-06-2014,Bosnia and Herzegovina,Iran,3,1,FIFA World Cup,Salvador,Brazil,TRUE
25-06-2014,Ecuador,France,0,0,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
25-06-2014,Honduras,Switzerland,0,3,FIFA World Cup,Manaus,Brazil,TRUE
25-06-2014,Nigeria,Argentina,2,3,FIFA World Cup,Porto Alegre,Brazil,TRUE
26-06-2014,Algeria,Russia,1,1,FIFA World Cup,Curitiba,Brazil,TRUE
26-06-2014,South Korea,Belgium,0,1,FIFA World Cup,São Paulo,Brazil,TRUE
26-06-2014,Portugal,Ghana,2,1,FIFA World Cup,Brasília,Brazil,TRUE
26-06-2014,United States,Germany,0,1,FIFA World Cup,Recife,Brazil,TRUE
28-06-2014,Brazil,Chile,1,1,FIFA World Cup,Belo Horizonte,Brazil,FALSE
28-06-2014,Colombia,Uruguay,2,0,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
29-06-2014,Costa Rica,Greece,1,1,FIFA World Cup,Recife,Brazil,TRUE
29-06-2014,Netherlands,Mexico,2,1,FIFA World Cup,Fortaleza,Brazil,TRUE
30-06-2014,France,Nigeria,2,0,FIFA World Cup,Brasília,Brazil,TRUE
30-06-2014,Germany,Algeria,2,1,FIFA World Cup,Porto Alegre,Brazil,TRUE
01-07-2014,Argentina,Switzerland,1,0,FIFA World Cup,São Paulo,Brazil,TRUE
01-07-2014,Belgium,United States,2,1,FIFA World Cup,Salvador,Brazil,TRUE
04-07-2014,Brazil,Colombia,2,1,FIFA World Cup,Fortaleza,Brazil,FALSE
04-07-2014,France,Germany,0,1,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
05-07-2014,Argentina,Belgium,1,0,FIFA World Cup,Brasília,Brazil,TRUE
05-07-2014,Netherlands,Costa Rica,0,0,FIFA World Cup,Salvador,Brazil,TRUE
08-07-2014,Brazil,Germany,1,7,FIFA World Cup,Belo Horizonte,Brazil,FALSE
09-07-2014,Netherlands,Argentina,0,0,FIFA World Cup,São Paulo,Brazil,TRUE
12-07-2014,Brazil,Netherlands,0,3,FIFA World Cup,Brasília,Brazil,FALSE
13-07-2014,Germany,Argentina,1,0,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
07-09-2014,Denmark,Armenia,2,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE
07-09-2014,Faroe Islands,Finland,1,3,UEFA Euro qualification,Tórshavn,Faroe Islands,FALSE
07-09-2014,Georgia,Republic of Ireland,1,2,UEFA Euro qualification,Tbilisi,Georgia,FALSE
07-09-2014,Germany,Scotland,2,1,UEFA Euro qualification,Dortmund,Germany,FALSE
07-09-2014,Gibraltar,Poland,0,7,UEFA Euro qualification,Faro,Portugal,TRUE
07-09-2014,Greece,Romania,0,1,UEFA Euro qualification,Piraeus,Greece,FALSE
07-09-2014,Hungary,Northern Ireland,1,2,UEFA Euro qualification,Budapest,Hungary,FALSE
07-09-2014,Portugal,Albania,0,1,UEFA Euro qualification,Aveiro,Portugal,FALSE
08-09-2014,Austria,Sweden,1,1,UEFA Euro qualification,Vienna,Austria,FALSE
08-09-2014,Estonia,Slovenia,1,0,UEFA Euro qualification,Tallinn,Estonia,FALSE
08-09-2014,Luxembourg,Belarus,1,1,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
08-09-2014,Montenegro,Moldova,2,0,UEFA Euro qualification,Podgorica,Montenegro,FALSE
08-09-2014,Russia,Liechtenstein,4,0,UEFA Euro qualification,Khimki,Russia,FALSE
08-09-2014,San Marino,Lithuania,0,2,UEFA Euro qualification,Serravalle,San Marino,FALSE
08-09-2014,Spain,North Macedonia,5,1,UEFA Euro qualification,Valencia,Spain,FALSE
08-09-2014,Switzerland,England,0,2,UEFA Euro qualification,Basel,Switzerland,FALSE
08-09-2014,Ukraine,Slovakia,0,1,UEFA Euro qualification,Kyiv,Ukraine,FALSE
09-09-2014,Andorra,Wales,1,2,UEFA Euro qualification,Sant Julià de Lòria,Andorra,FALSE
09-09-2014,Azerbaijan,Bulgaria,1,2,UEFA Euro qualification,Baku,Azerbaijan,FALSE
09-09-2014,Bosnia and Herzegovina,Cyprus,1,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE
09-09-2014,Croatia,Malta,2,0,UEFA Euro qualification,Zagreb,Croatia,FALSE
09-09-2014,Czech Republic,Netherlands,2,1,UEFA Euro qualification,Prague,Czech Republic,FALSE
09-09-2014,Iceland,Turkey,3,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE
09-09-2014,Kazakhstan,Latvia,0,0,UEFA Euro qualification,Astana,Kazakhstan,FALSE
09-09-2014,Norway,Italy,0,2,UEFA Euro qualification,Oslo,Norway,FALSE
09-10-2014,Belarus,Ukraine,0,2,UEFA Euro qualification,Barysaw,Belarus,FALSE
09-10-2014,England,San Marino,5,0,UEFA Euro qualification,London,England,FALSE
09-10-2014,Liechtenstein,Montenegro,0,0,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE
09-10-2014,Lithuania,Estonia,1,0,UEFA Euro qualification,Vilnius,Lithuania,FALSE
09-10-2014,North Macedonia,Luxembourg,3,2,UEFA Euro qualification,Skopje,North Macedonia,FALSE
09-10-2014,Moldova,Austria,1,2,UEFA Euro qualification,Chișinău,Moldova,FALSE
09-10-2014,Slovakia,Spain,2,1,UEFA Euro qualification,Žilina,Slovakia,FALSE
09-10-2014,Slovenia,Switzerland,1,0,UEFA Euro qualification,Maribor,Slovenia,FALSE
09-10-2014,Sweden,Russia,1,1,UEFA Euro qualification,Solna,Sweden,FALSE
10-10-2014,Belgium,Andorra,6,0,UEFA Euro qualification,Brussels,Belgium,FALSE
10-10-2014,Bulgaria,Croatia,0,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
10-10-2014,Cyprus,Israel,1,2,UEFA Euro qualification,Nicosia,Cyprus,FALSE
10-10-2014,Italy,Azerbaijan,2,1,UEFA Euro qualification,Palermo,Italy,FALSE
10-10-2014,Latvia,Iceland,0,3,UEFA Euro qualification,Riga,Latvia,FALSE
10-10-2014,Malta,Norway,0,3,UEFA Euro qualification,Attard,Malta,FALSE
10-10-2014,Netherlands,Kazakhstan,3,1,UEFA Euro qualification,Amsterdam,Netherlands,FALSE
10-10-2014,Turkey,Czech Republic,1,2,UEFA Euro qualification,Istanbul,Turkey,FALSE
10-10-2014,Wales,Bosnia and Herzegovina,0,0,UEFA Euro qualification,Cardiff,Wales,FALSE
11-10-2014,Albania,Denmark,1,1,UEFA Euro qualification,Elbasan,Albania,FALSE
11-10-2014,Armenia,Serbia,1,1,UEFA Euro qualification,Yerevan,Armenia,FALSE
11-10-2014,Finland,Greece,1,1,UEFA Euro qualification,Helsinki,Finland,FALSE
11-10-2014,Republic of Ireland,Gibraltar,7,0,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
11-10-2014,Northern Ireland,Faroe Islands,2,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
11-10-2014,Poland,Germany,2,0,UEFA Euro qualification,Warsaw,Poland,FALSE
11-10-2014,Romania,Hungary,1,1,UEFA Euro qualification,Bucharest,Romania,FALSE
11-10-2014,Scotland,Georgia,1,0,UEFA Euro qualification,Glasgow,Scotland,FALSE
12-10-2014,Austria,Montenegro,1,0,UEFA Euro qualification,Vienna,Austria,FALSE
12-10-2014,Belarus,Slovakia,1,3,UEFA Euro qualification,Barysaw,Belarus,FALSE
12-10-2014,Estonia,England,0,1,UEFA Euro qualification,Tallinn,Estonia,FALSE
12-10-2014,Lithuania,Slovenia,0,2,UEFA Euro qualification,Vilnius,Lithuania,FALSE
12-10-2014,Luxembourg,Spain,0,4,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
12-10-2014,Russia,Moldova,1,1,UEFA Euro qualification,Moscow,Russia,FALSE
12-10-2014,Sweden,Liechtenstein,2,0,UEFA Euro qualification,Solna,Sweden,FALSE
12-10-2014,Ukraine,North Macedonia,1,0,UEFA Euro qualification,Lviv,Ukraine,FALSE
13-10-2014,Andorra,Israel,1,4,UEFA Euro qualification,Sant Julià de Lòria,Andorra,FALSE
13-10-2014,Bosnia and Herzegovina,Belgium,1,1,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE
13-10-2014,Croatia,Azerbaijan,6,0,UEFA Euro qualification,Osijek,Croatia,FALSE
13-10-2014,Iceland,Netherlands,2,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE
13-10-2014,Kazakhstan,Czech Republic,2,4,UEFA Euro qualification,Astana,Kazakhstan,FALSE
13-10-2014,Latvia,Turkey,1,1,UEFA Euro qualification,Riga,Latvia,FALSE
13-10-2014,Malta,Italy,0,1,UEFA Euro qualification,Attard,Malta,FALSE
13-10-2014,Norway,Bulgaria,2,1,UEFA Euro qualification,Oslo,Norway,FALSE
13-10-2014,Wales,Cyprus,2,1,UEFA Euro qualification,Cardiff,Wales,FALSE
14-10-2014,Denmark,Portugal,0,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE
14-10-2014,Faroe Islands,Hungary,0,1,UEFA Euro qualification,Tórshavn,Faroe Islands,FALSE
14-10-2014,Finland,Romania,0,2,UEFA Euro qualification,Helsinki,Finland,FALSE
14-10-2014,Germany,Republic of Ireland,1,1,UEFA Euro qualification,Gelsenkirchen,Germany,FALSE
14-10-2014,Gibraltar,Georgia,0,3,UEFA Euro qualification,Faro,Portugal,TRUE
14-10-2014,Greece,Northern Ireland,0,2,UEFA Euro qualification,Piraeus,Greece,FALSE
14-10-2014,Poland,Scotland,2,2,UEFA Euro qualification,Warsaw,Poland,FALSE
14-10-2014,San Marino,Switzerland,0,4,UEFA Euro qualification,Serravalle,San Marino,FALSE
14-10-2014,Serbia,Albania,0,3,UEFA Euro qualification,Belgrade,Serbia,FALSE
14-11-2014,Georgia,Poland,0,4,UEFA Euro qualification,Tbilisi,Georgia,FALSE
14-11-2014,Germany,Gibraltar,4,0,UEFA Euro qualification,Nuremberg,Germany,FALSE
14-11-2014,Greece,Faroe Islands,0,1,UEFA Euro qualification,Piraeus,Greece,FALSE
14-11-2014,Hungary,Finland,1,0,UEFA Euro qualification,Budapest,Hungary,FALSE
14-11-2014,Portugal,Armenia,1,0,UEFA Euro qualification,Faro,Portugal,FALSE
14-11-2014,Romania,Northern Ireland,2,0,UEFA Euro qualification,Bucharest,Romania,FALSE
14-11-2014,Scotland,Republic of Ireland,1,0,UEFA Euro qualification,Glasgow,Scotland,FALSE
14-11-2014,Serbia,Denmark,1,3,UEFA Euro qualification,Belgrade,Serbia,FALSE
15-11-2014,Austria,Russia,1,0,UEFA Euro qualification,Vienna,Austria,FALSE
15-11-2014,England,Slovenia,3,1,UEFA Euro qualification,London,England,FALSE
15-11-2014,Luxembourg,Ukraine,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
15-11-2014,North Macedonia,Slovakia,0,2,UEFA Euro qualification,Skopje,North Macedonia,FALSE
15-11-2014,Moldova,Liechtenstein,0,1,UEFA Euro qualification,Chișinău,Moldova,FALSE
15-11-2014,Montenegro,Sweden,1,1,UEFA Euro qualification,Podgorica,Montenegro,FALSE
15-11-2014,San Marino,Estonia,0,0,UEFA Euro qualification,Serravalle,San Marino,FALSE
15-11-2014,Spain,Belarus,3,0,UEFA Euro qualification,Huelva,Spain,FALSE
15-11-2014,Switzerland,Lithuania,4,0,UEFA Euro qualification,St. Gallen,Switzerland,FALSE
16-11-2014,Azerbaijan,Norway,0,1,UEFA Euro qualification,Baku,Azerbaijan,FALSE
16-11-2014,Belgium,Wales,0,0,UEFA Euro qualification,Brussels,Belgium,FALSE
16-11-2014,Bulgaria,Malta,1,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
16-11-2014,Cyprus,Andorra,5,0,UEFA Euro qualification,Nicosia,Cyprus,FALSE
16-11-2014,Czech Republic,Iceland,2,1,UEFA Euro qualification,Plzeň,Czech Republic,FALSE
16-11-2014,Israel,Bosnia and Herzegovina,3,0,UEFA Euro qualification,Haifa,Israel,FALSE
16-11-2014,Italy,Croatia,1,1,UEFA Euro qualification,Milan,Italy,FALSE
16-11-2014,Netherlands,Latvia,6,0,UEFA Euro qualification,Amsterdam,Netherlands,FALSE
16-11-2014,Turkey,Kazakhstan,3,1,UEFA Euro qualification,Istanbul,Turkey,FALSE
12-03-2015,Cambodia,Macau,3,0,FIFA World Cup qualification,Phnom Penh,Cambodia,FALSE
12-03-2015,Timor-Leste,Mongolia,0,3,FIFA World Cup qualification,Dili,East Timor,FALSE
12-03-2015,India,Nepal,2,0,FIFA World Cup qualification,Guwahati,India,FALSE
12-03-2015,Sri Lanka,Bhutan,0,1,FIFA World Cup qualification,Colombo,Sri Lanka,FALSE
12-03-2015,Yemen,Pakistan,3,1,FIFA World Cup qualification,Doha,Qatar,TRUE
12-03-2015,Taiwan,Brunei,0,1,FIFA World Cup qualification,Kaohsiung,Taiwan,FALSE
17-03-2015,Bhutan,Sri Lanka,2,1,FIFA World Cup qualification,Thimphu,Bhutan,FALSE
17-03-2015,Brunei,Taiwan,0,2,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,FALSE
17-03-2015,Macau,Cambodia,1,1,FIFA World Cup qualification,Taipa,Macau,FALSE
17-03-2015,Mongolia,Timor-Leste,3,0,FIFA World Cup qualification,Ulan Bator,Mongolia,FALSE
17-03-2015,Nepal,India,0,0,FIFA World Cup qualification,Kathmandu,Nepal,FALSE
22-03-2015,Barbados,United States Virgin Islands,0,1,FIFA World Cup qualification,Bridgetown,Barbados,FALSE
23-03-2015,Pakistan,Yemen,0,0,FIFA World Cup qualification,Isa Town,Bahrain,TRUE
23-03-2015,Nicaragua,Anguilla,5,0,FIFA World Cup qualification,Managua,Nicaragua,FALSE
23-03-2015,Saint Kitts and Nevis,Turks and Caicos Islands,6,2,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,FALSE
25-03-2015,Bahamas,Bermuda,0,5,FIFA World Cup qualification,Nassau,Bahamas,FALSE
26-03-2015,United States Virgin Islands,Barbados,0,4,FIFA World Cup qualification,Charlotte Amalie,United States Virgin Islands,FALSE
26-03-2015,Dominica,British Virgin Islands,3,2,FIFA World Cup qualification,Roseau,Dominica,FALSE
26-03-2015,Turks and Caicos Islands,Saint Kitts and Nevis,2,6,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,FALSE
