date,home_team,away_team,team,scorer,tournament,minute,own_goal,penalty
07-06-2013,Iceland,Slovenia,Slovenia,Rene Krhin,FIFA World Cup qualification,86,FALSE,FALSE
07-06-2013,Jamaica,United States,United States,Jozy Altidore,FIFA World Cup qualification,30,FALSE,FALSE
07-06-2013,Jamaica,United States,Jamaica,Jermaine Beckford,FIFA World Cup qualification,89,FALSE,FALSE
07-06-2013,Jamaica,United States,United States,Brad Evans,FIFA World Cup qualification,90,FALSE,FALSE
07-06-2013,Latvia,Bosnia and Herzegovina,Bosnia and Herzegovina,Senad Lulić,FIFA World Cup qualification,48,FALSE,FALSE
07-06-2013,Latvia,Bosnia and Herzegovina,Bosnia and Herzegovina,Vedad Ibišević,FIFA World Cup qualification,53,FALSE,FALSE
07-06-2013,Latvia,Bosnia and Herzegovina,Bosnia and Herzegovina,Haris Medunjanin,FIFA World Cup qualification,63,FALSE,FALSE
07-06-2013,Latvia,Bosnia and Herzegovina,Bosnia and Herzegovina,Miralem Pjanić,FIFA World Cup qualification,80,FALSE,FALSE
07-06-2013,Latvia,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,FIFA World Cup qualification,82,FALSE,FALSE
07-06-2013,Liechtenstein,Slovakia,Liechtenstein,Martin Büchel,FIFA World Cup qualification,13,FALSE,FALSE
07-06-2013,Liechtenstein,Slovakia,Slovakia,Ján Ďurica,FIFA World Cup qualification,73,FALSE,FALSE
07-06-2013,Lithuania,Greece,Greece,Lazaros Christodoulopoulos,FIFA World Cup qualification,20,FALSE,FALSE
07-06-2013,Moldova,Poland,Poland,Jakub Błaszczykowski,FIFA World Cup qualification,6,FALSE,FALSE
07-06-2013,Moldova,Poland,Moldova,Eugen Sidorenco,FIFA World Cup qualification,36,FALSE,FALSE
07-06-2013,Montenegro,Ukraine,Ukraine,Denys Harmash,FIFA World Cup qualification,51,FALSE,FALSE
07-06-2013,Montenegro,Ukraine,Ukraine,Yevhen Konoplyanka,FIFA World Cup qualification,77,FALSE,FALSE
07-06-2013,Montenegro,Ukraine,Ukraine,Artem Fedetskiy,FIFA World Cup qualification,84,FALSE,FALSE
07-06-2013,Montenegro,Ukraine,Ukraine,Roman Bezus,FIFA World Cup qualification,90,FALSE,FALSE
07-06-2013,Paraguay,Chile,Chile,Eduardo Vargas,FIFA World Cup qualification,41,FALSE,FALSE
07-06-2013,Paraguay,Chile,Chile,Arturo Vidal,FIFA World Cup qualification,56,FALSE,FALSE
07-06-2013,Paraguay,Chile,Paraguay,Roque Santa Cruz,FIFA World Cup qualification,87,FALSE,FALSE
07-06-2013,Peru,Ecuador,Peru,Claudio Pizarro,FIFA World Cup qualification,11,FALSE,FALSE
07-06-2013,Portugal,Russia,Portugal,Hélder Postiga,FIFA World Cup qualification,9,FALSE,FALSE
07-06-2013,Republic of Ireland,Faroe Islands,Republic of Ireland,Robbie Keane,FIFA World Cup qualification,5,FALSE,FALSE
07-06-2013,Republic of Ireland,Faroe Islands,Republic of Ireland,Robbie Keane,FIFA World Cup qualification,55,FALSE,FALSE
07-06-2013,Republic of Ireland,Faroe Islands,Republic of Ireland,Robbie Keane,FIFA World Cup qualification,81,FALSE,FALSE
07-06-2013,Sudan,Ghana,Ghana,Asamoah Gyan,FIFA World Cup qualification,20,FALSE,FALSE
07-06-2013,Sudan,Ghana,Sudan,Mudather El Tahir,FIFA World Cup qualification,26,FALSE,TRUE
07-06-2013,Sudan,Ghana,Ghana,Asamoah Gyan,FIFA World Cup qualification,57,FALSE,FALSE
07-06-2013,Sudan,Ghana,Ghana,Sulley Muntari,FIFA World Cup qualification,83,FALSE,FALSE
08-06-2013,Angola,Senegal,Senegal,Papiss Cissé,FIFA World Cup qualification,23,FALSE,FALSE
08-06-2013,Angola,Senegal,Angola,Guilherme Afonso,FIFA World Cup qualification,51,FALSE,FALSE
08-06-2013,Central African Republic,South Africa,South Africa,Bernard Parker,FIFA World Cup qualification,26,FALSE,FALSE
08-06-2013,Central African Republic,South Africa,South Africa,Siphiwe Tshabalala,FIFA World Cup qualification,41,FALSE,FALSE
08-06-2013,Central African Republic,South Africa,South Africa,Katlego Mashego,FIFA World Cup qualification,90,FALSE,FALSE
08-06-2013,Gambia,Ivory Coast,Ivory Coast,Lacina Traoré,FIFA World Cup qualification,12,FALSE,FALSE
08-06-2013,Gambia,Ivory Coast,Ivory Coast,Wilfried Bony,FIFA World Cup qualification,61,FALSE,FALSE
08-06-2013,Gambia,Ivory Coast,Ivory Coast,Yaya Touré,FIFA World Cup qualification,89,FALSE,FALSE
08-06-2013,Morocco,Tanzania,Tanzania,Amri Kiemba,FIFA World Cup qualification,26,FALSE,FALSE
08-06-2013,Morocco,Tanzania,Morocco,Abderrazak Hamdallah,FIFA World Cup qualification,39,FALSE,TRUE
08-06-2013,Morocco,Tanzania,Morocco,Youssef El-Arabi,FIFA World Cup qualification,51,FALSE,FALSE
08-06-2013,Sierra Leone,Tunisia,Sierra Leone,Kei Kamara,FIFA World Cup qualification,38,FALSE,FALSE
08-06-2013,Sierra Leone,Tunisia,Tunisia,Oussama Darragi,FIFA World Cup qualification,55,FALSE,TRUE
08-06-2013,Sierra Leone,Tunisia,Sierra Leone,Sheriff Suma,FIFA World Cup qualification,70,FALSE,FALSE
08-06-2013,Sierra Leone,Tunisia,Tunisia,Fakhreddine Ben Youssef,FIFA World Cup qualification,89,FALSE,FALSE
08-06-2013,Switzerland,Cyprus,Switzerland,Haris Seferovic,FIFA World Cup qualification,90,FALSE,FALSE
08-06-2013,Uganda,Liberia,Uganda,Tony Mawejje,FIFA World Cup qualification,4,FALSE,FALSE
08-06-2013,Zambia,Lesotho,Zambia,Jacob Mulenga,FIFA World Cup qualification,36,FALSE,FALSE
08-06-2013,Zambia,Lesotho,Zambia,Christopher Katongo,FIFA World Cup qualification,61,FALSE,FALSE
08-06-2013,Zambia,Lesotho,Zambia,Jacob Mulenga,FIFA World Cup qualification,63,FALSE,FALSE
08-06-2013,Zambia,Lesotho,Zambia,Collins Mbesuma,FIFA World Cup qualification,83,FALSE,FALSE
09-06-2013,Benin,Algeria,Benin,Rudy Gestede,FIFA World Cup qualification,31,FALSE,FALSE
09-06-2013,Benin,Algeria,Algeria,Islam Slimani,FIFA World Cup qualification,38,FALSE,FALSE
09-06-2013,Benin,Algeria,Algeria,Islam Slimani,FIFA World Cup qualification,42,FALSE,FALSE
09-06-2013,Benin,Algeria,Algeria,Nabil Ghilas,FIFA World Cup qualification,78,FALSE,FALSE
09-06-2013,Guinea,Mozambique,Guinea,Mohamed Yattara,FIFA World Cup qualification,15,FALSE,FALSE
09-06-2013,Guinea,Mozambique,Guinea,Sadio Diallo,FIFA World Cup qualification,33,FALSE,FALSE
09-06-2013,Guinea,Mozambique,Mozambique,Domingues,FIFA World Cup qualification,44,FALSE,TRUE
09-06-2013,Guinea,Mozambique,Guinea,Sadio Diallo,FIFA World Cup qualification,45,FALSE,TRUE
09-06-2013,Guinea,Mozambique,Guinea,Ibrahima Traoré,FIFA World Cup qualification,76,FALSE,FALSE
09-06-2013,Guinea,Mozambique,Guinea,Mohammed Diarra,FIFA World Cup qualification,81,FALSE,FALSE
09-06-2013,Guinea,Mozambique,Guinea,Mohamed Yattara,FIFA World Cup qualification,90,FALSE,FALSE
09-06-2013,Mali,Rwanda,Rwanda,Meddie Kagere,FIFA World Cup qualification,33,FALSE,FALSE
09-06-2013,Mali,Rwanda,Mali,Mahamadou N'Diaye,FIFA World Cup qualification,78,FALSE,FALSE
09-06-2013,Niger,Burkina Faso,Burkina Faso,Jonathan Pitroipa,FIFA World Cup qualification,80,FALSE,FALSE
09-06-2013,Zimbabwe,Egypt,Egypt,Mohamed Aboutrika,FIFA World Cup qualification,5,FALSE,FALSE
09-06-2013,Zimbabwe,Egypt,Zimbabwe,Knowledge Musona,FIFA World Cup qualification,21,FALSE,FALSE
09-06-2013,Zimbabwe,Egypt,Egypt,Mohamed Salah,FIFA World Cup qualification,40,FALSE,FALSE
09-06-2013,Zimbabwe,Egypt,Egypt,Mohamed Salah,FIFA World Cup qualification,76,FALSE,FALSE
09-06-2013,Zimbabwe,Egypt,Zimbabwe,Lincoln Zvasiya,FIFA World Cup qualification,81,FALSE,FALSE
09-06-2013,Zimbabwe,Egypt,Egypt,Mohamed Salah,FIFA World Cup qualification,83,FALSE,FALSE
11-06-2013,Australia,Jordan,Australia,Mark Bresciano,FIFA World Cup qualification,15,FALSE,FALSE
11-06-2013,Australia,Jordan,Australia,Tim Cahill,FIFA World Cup qualification,61,FALSE,FALSE
11-06-2013,Australia,Jordan,Australia,Robbie Kruse,FIFA World Cup qualification,76,FALSE,FALSE
11-06-2013,Australia,Jordan,Australia,Lucas Neill,FIFA World Cup qualification,84,FALSE,FALSE
11-06-2013,Belarus,Finland,Finland,Teemu Pukki,FIFA World Cup qualification,24,FALSE,FALSE
11-06-2013,Belarus,Finland,Belarus,Dmitry Verkhovtsov,FIFA World Cup qualification,85,FALSE,FALSE
11-06-2013,Chile,Bolivia,Chile,Eduardo Vargas,FIFA World Cup qualification,16,FALSE,FALSE
11-06-2013,Chile,Bolivia,Chile,Alexis Sánchez,FIFA World Cup qualification,17,FALSE,FALSE
11-06-2013,Chile,Bolivia,Bolivia,Marcelo Martins Moreno,FIFA World Cup qualification,32,FALSE,FALSE
11-06-2013,Chile,Bolivia,Chile,Arturo Vidal,FIFA World Cup qualification,90,FALSE,FALSE
11-06-2013,Colombia,Peru,Colombia,Radamel Falcao,FIFA World Cup qualification,12,FALSE,TRUE
11-06-2013,Colombia,Peru,Colombia,Teófilo Gutiérrez,FIFA World Cup qualification,45,FALSE,FALSE
11-06-2013,Denmark,Armenia,Armenia,Yura Movsisyan,FIFA World Cup qualification,1,FALSE,FALSE
11-06-2013,Denmark,Armenia,Armenia,Aras Özbiliz,FIFA World Cup qualification,19,FALSE,FALSE
11-06-2013,Denmark,Armenia,Armenia,Yura Movsisyan,FIFA World Cup qualification,59,FALSE,FALSE
11-06-2013,Denmark,Armenia,Armenia,Henrikh Mkhitaryan,FIFA World Cup qualification,82,FALSE,FALSE
11-06-2013,Ecuador,Argentina,Argentina,Sergio Agüero,FIFA World Cup qualification,4,FALSE,TRUE
11-06-2013,Ecuador,Argentina,Ecuador,Segundo Castillo,FIFA World Cup qualification,17,FALSE,FALSE
11-06-2013,Honduras,Jamaica,Honduras,Boniek García,FIFA World Cup qualification,10,FALSE,FALSE
11-06-2013,Honduras,Jamaica,Honduras,Roger Rojas,FIFA World Cup qualification,88,FALSE,FALSE
11-06-2013,Iran,Lebanon,Iran,Mohammad Reza Khalatbari,FIFA World Cup qualification,39,FALSE,FALSE
11-06-2013,Iran,Lebanon,Iran,Javad Nekounam,FIFA World Cup qualification,45,FALSE,FALSE
11-06-2013,Iran,Lebanon,Iran,Reza Ghoochannejhad,FIFA World Cup qualification,46,FALSE,FALSE
11-06-2013,Iran,Lebanon,Iran,Javad Nekounam,FIFA World Cup qualification,86,FALSE,FALSE
11-06-2013,Iraq,Japan,Japan,Shinji Okazaki,FIFA World Cup qualification,89,FALSE,FALSE
11-06-2013,South Korea,Uzbekistan,South Korea,Akmal Shorakhmedov,FIFA World Cup qualification,43,TRUE,FALSE
11-06-2013,Sweden,Faroe Islands,Sweden,Zlatan Ibrahimović,FIFA World Cup qualification,35,FALSE,FALSE
11-06-2013,Sweden,Faroe Islands,Sweden,Zlatan Ibrahimović,FIFA World Cup qualification,82,FALSE,TRUE
11-06-2013,United States,Panama,United States,Jozy Altidore,FIFA World Cup qualification,36,FALSE,FALSE
11-06-2013,United States,Panama,United States,Eddie Johnson,FIFA World Cup qualification,53,FALSE,FALSE
11-06-2013,Venezuela,Uruguay,Uruguay,Edinson Cavani,FIFA World Cup qualification,27,FALSE,FALSE
12-06-2013,Malawi,Kenya,Malawi,Robin Ngalande,FIFA World Cup qualification,47,FALSE,FALSE
12-06-2013,Malawi,Kenya,Kenya,Andrew Murunga,FIFA World Cup qualification,53,FALSE,FALSE
12-06-2013,Malawi,Kenya,Malawi,Robert Ng'ambi,FIFA World Cup qualification,81,FALSE,FALSE
12-06-2013,Malawi,Kenya,Kenya,Moses Chavula,FIFA World Cup qualification,88,TRUE,FALSE
12-06-2013,Namibia,Nigeria,Namibia,Deon Kavendji,FIFA World Cup qualification,77,FALSE,FALSE
12-06-2013,Namibia,Nigeria,Nigeria,Godfrey Oboabona,FIFA World Cup qualification,82,FALSE,FALSE
14-06-2013,Libya,Togo,Libya,Faisal Al Badri,FIFA World Cup qualification,7,FALSE,TRUE
14-06-2013,Libya,Togo,Libya,Komlan Amewou,FIFA World Cup qualification,17,TRUE,FALSE
15-06-2013,Botswana,Central African Republic,Central African Republic,Nicaise Zimbori-Auzingoni,FIFA World Cup qualification,29,FALSE,FALSE
15-06-2013,Botswana,Central African Republic,Botswana,Jerome Ramatlhakwane,FIFA World Cup qualification,37,FALSE,TRUE
15-06-2013,Botswana,Central African Republic,Central African Republic,Nicaise Zimbori-Auzingoni,FIFA World Cup qualification,50,FALSE,FALSE
15-06-2013,Botswana,Central African Republic,Botswana,Mogakolodi Ngele,FIFA World Cup qualification,74,FALSE,FALSE
15-06-2013,Botswana,Central African Republic,Botswana,Ofentse Nato,FIFA World Cup qualification,86,FALSE,FALSE
15-06-2013,Cape Verde,Sierra Leone,Cape Verde,Héldon Ramos,FIFA World Cup qualification,13,FALSE,FALSE
15-06-2013,Congo,Burkina Faso,Burkina Faso,Aristide Bancé,FIFA World Cup qualification,38,FALSE,FALSE
15-06-2013,Gabon,Niger,Niger,Yacouba Ali,FIFA World Cup qualification,14,FALSE,FALSE
15-06-2013,Gabon,Niger,Gabon,Pierre-Emerick Aubameyang,FIFA World Cup qualification,42,FALSE,TRUE
15-06-2013,Gabon,Niger,Gabon,Pierre-Emerick Aubameyang,FIFA World Cup qualification,87,FALSE,TRUE
15-06-2013,Gabon,Niger,Gabon,Pierre-Emerick Aubameyang,FIFA World Cup qualification,90,FALSE,TRUE
15-06-2013,Gabon,Niger,Gabon,Bruno Ecuele Manga,FIFA World Cup qualification,90,FALSE,FALSE
15-06-2013,Morocco,Gambia,Morocco,Abdelaziz Barrada,FIFA World Cup qualification,3,FALSE,FALSE
15-06-2013,Morocco,Gambia,Morocco,Younès Belhanda,FIFA World Cup qualification,51,FALSE,FALSE
15-06-2013,Uganda,Angola,Angola,Job,FIFA World Cup qualification,57,FALSE,FALSE
15-06-2013,Uganda,Angola,Uganda,Emmanuel Okwi,FIFA World Cup qualification,83,FALSE,FALSE
15-06-2013,Uganda,Angola,Uganda,Tony Mawejje,FIFA World Cup qualification,89,FALSE,FALSE
15-06-2013,Zambia,Sudan,Zambia,Jacob Mulenga,FIFA World Cup qualification,69,FALSE,FALSE
15-06-2013,Zambia,Sudan,Sudan,Salah Ibrahim,FIFA World Cup qualification,70,FALSE,FALSE
16-06-2013,Equatorial Guinea,Tunisia,Equatorial Guinea,Juvenal Edjogo-Owono,FIFA World Cup qualification,36,FALSE,TRUE
16-06-2013,Equatorial Guinea,Tunisia,Tunisia,Oussama Darragi,FIFA World Cup qualification,64,FALSE,TRUE
16-06-2013,Ethiopia,South Africa,South Africa,Bernard Parker,FIFA World Cup qualification,34,FALSE,FALSE
16-06-2013,Ethiopia,South Africa,Ethiopia,Getaneh Kebede,FIFA World Cup qualification,43,FALSE,FALSE
16-06-2013,Ethiopia,South Africa,Ethiopia,Bernard Parker,FIFA World Cup qualification,70,TRUE,FALSE
16-06-2013,Guinea,Zimbabwe,Guinea,Mohamed Yattara,FIFA World Cup qualification,37,FALSE,FALSE
16-06-2013,Lesotho,Ghana,Ghana,John Boye,FIFA World Cup qualification,45,FALSE,FALSE
16-06-2013,Lesotho,Ghana,Ghana,Asamoah Gyan,FIFA World Cup qualification,82,FALSE,FALSE
16-06-2013,Liberia,Senegal,Senegal,Papiss Cissé,FIFA World Cup qualification,18,FALSE,TRUE
16-06-2013,Liberia,Senegal,Senegal,Papiss Cissé,FIFA World Cup qualification,53,FALSE,FALSE
16-06-2013,Mali,Benin,Benin,Stéphane Sessègnon,FIFA World Cup qualification,7,FALSE,FALSE
16-06-2013,Mali,Benin,Mali,Mamadou Samassa,FIFA World Cup qualification,14,FALSE,TRUE
16-06-2013,Mali,Benin,Benin,Razak Omotoyossi,FIFA World Cup qualification,31,FALSE,FALSE
16-06-2013,Mali,Benin,Mali,Cheick Diabaté,FIFA World Cup qualification,69,FALSE,FALSE
16-06-2013,Mozambique,Egypt,Egypt,Mohamed Salah,FIFA World Cup qualification,40,FALSE,FALSE
16-06-2013,Rwanda,Algeria,Algeria,Saphir Sliti Taïder,FIFA World Cup qualification,51,FALSE,FALSE
16-06-2013,Tanzania,Ivory Coast,Tanzania,Amri Kiemba,FIFA World Cup qualification,2,FALSE,FALSE
16-06-2013,Tanzania,Ivory Coast,Ivory Coast,Lacina Traoré,FIFA World Cup qualification,13,FALSE,FALSE
16-06-2013,Tanzania,Ivory Coast,Ivory Coast,Yaya Touré,FIFA World Cup qualification,23,FALSE,FALSE
16-06-2013,Tanzania,Ivory Coast,Tanzania,Thomas Ulimwengu,FIFA World Cup qualification,34,FALSE,FALSE
16-06-2013,Tanzania,Ivory Coast,Ivory Coast,Yaya Touré,FIFA World Cup qualification,43,FALSE,TRUE
16-06-2013,Tanzania,Ivory Coast,Ivory Coast,Wilfried Bony,FIFA World Cup qualification,90,FALSE,FALSE
18-06-2013,Australia,Iraq,Australia,Joshua Kennedy,FIFA World Cup qualification,83,FALSE,FALSE
18-06-2013,Costa Rica,Panama,Costa Rica,Bryan Ruiz,FIFA World Cup qualification,49,FALSE,FALSE
18-06-2013,Costa Rica,Panama,Costa Rica,Celso Borges,FIFA World Cup qualification,52,FALSE,FALSE
18-06-2013,Jordan,Oman,Jordan,Ahmad Hayel,FIFA World Cup qualification,58,FALSE,FALSE
18-06-2013,South Korea,Iran,Iran,Reza Ghoochannejhad,FIFA World Cup qualification,60,FALSE,FALSE
18-06-2013,United States,Honduras,United States,Jozy Altidore,FIFA World Cup qualification,73,FALSE,FALSE
18-06-2013,Uzbekistan,Qatar,Qatar,Abdulgadir Ilyas Bakur,FIFA World Cup qualification,37,FALSE,FALSE
18-06-2013,Uzbekistan,Qatar,Uzbekistan,Bahodir Nasimov,FIFA World Cup qualification,61,FALSE,FALSE
18-06-2013,Uzbekistan,Qatar,Uzbekistan,Oleg Zoteev,FIFA World Cup qualification,72,FALSE,FALSE
18-06-2013,Uzbekistan,Qatar,Uzbekistan,Bahodir Nasimov,FIFA World Cup qualification,74,FALSE,FALSE
18-06-2013,Uzbekistan,Qatar,Uzbekistan,Odil Ahmedov,FIFA World Cup qualification,87,FALSE,FALSE
18-06-2013,Uzbekistan,Qatar,Uzbekistan,Ulugbek Bakayev,FIFA World Cup qualification,90,FALSE,FALSE
14-08-2013,Northern Ireland,Russia,Northern Ireland,Martin Paterson,FIFA World Cup qualification,43,FALSE,FALSE
06-09-2013,Bosnia and Herzegovina,Slovakia,Slovakia,Viktor Pečovský,FIFA World Cup qualification,77,FALSE,FALSE
06-09-2013,Chile,Venezuela,Chile,Eduardo Vargas,FIFA World Cup qualification,10,FALSE,FALSE
06-09-2013,Chile,Venezuela,Chile,Marcos González,FIFA World Cup qualification,29,FALSE,FALSE
06-09-2013,Chile,Venezuela,Chile,Arturo Vidal,FIFA World Cup qualification,85,FALSE,FALSE
06-09-2013,Colombia,Ecuador,Colombia,James Rodríguez,FIFA World Cup qualification,30,FALSE,FALSE
06-09-2013,Costa Rica,United States,Costa Rica,Jhonny Acosta,FIFA World Cup qualification,2,FALSE,FALSE
06-09-2013,Costa Rica,United States,Costa Rica,Celso Borges,FIFA World Cup qualification,9,FALSE,FALSE
06-09-2013,Costa Rica,United States,United States,Clint Dempsey,FIFA World Cup qualification,43,FALSE,TRUE
06-09-2013,Costa Rica,United States,Costa Rica,Joel Campbell,FIFA World Cup qualification,75,FALSE,FALSE
06-09-2013,Czech Republic,Armenia,Armenia,Karlen Mkrtchyan,FIFA World Cup qualification,30,FALSE,FALSE
06-09-2013,Czech Republic,Armenia,Czech Republic,Tomáš Rosický,FIFA World Cup qualification,70,FALSE,FALSE
06-09-2013,Czech Republic,Armenia,Armenia,Gevorg Ghazaryan,FIFA World Cup qualification,90,FALSE,FALSE
06-09-2013,England,Moldova,England,Steven Gerrard,FIFA World Cup qualification,12,FALSE,FALSE
06-09-2013,England,Moldova,England,Rickie Lambert,FIFA World Cup qualification,26,FALSE,FALSE
06-09-2013,England,Moldova,England,Danny Welbeck,FIFA World Cup qualification,45,FALSE,FALSE
06-09-2013,England,Moldova,England,Danny Welbeck,FIFA World Cup qualification,50,FALSE,FALSE
06-09-2013,Estonia,Netherlands,Netherlands,Arjen Robben,FIFA World Cup qualification,2,FALSE,FALSE
06-09-2013,Estonia,Netherlands,Estonia,Konstantin Vassiljev,FIFA World Cup qualification,18,FALSE,FALSE
06-09-2013,Estonia,Netherlands,Estonia,Konstantin Vassiljev,FIFA World Cup qualification,57,FALSE,FALSE
06-09-2013,Estonia,Netherlands,Netherlands,Robin van Persie,FIFA World Cup qualification,90,FALSE,TRUE
06-09-2013,Finland,Spain,Spain,Jordi Alba,FIFA World Cup qualification,19,FALSE,FALSE
06-09-2013,Finland,Spain,Spain,Álvaro Negredo,FIFA World Cup qualification,86,FALSE,FALSE
06-09-2013,Germany,Austria,Germany,Miroslav Klose,FIFA World Cup qualification,33,FALSE,FALSE
06-09-2013,Germany,Austria,Germany,Toni Kroos,FIFA World Cup qualification,51,FALSE,FALSE
06-09-2013,Germany,Austria,Germany,Thomas Müller,FIFA World Cup qualification,88,FALSE,FALSE
06-09-2013,Ghana,Zambia,Ghana,Abdul Majeed Waris,FIFA World Cup qualification,17,FALSE,FALSE
06-09-2013,Ghana,Zambia,Ghana,Kwadwo Asamoah,FIFA World Cup qualification,60,FALSE,FALSE
06-09-2013,Ghana,Zambia,Zambia,Nathan Sinkala,FIFA World Cup qualification,71,FALSE,FALSE
06-09-2013,Italy,Bulgaria,Italy,Alberto Gilardino,FIFA World Cup qualification,38,FALSE,FALSE
06-09-2013,Jordan,Uzbekistan,Jordan,Mussab Al-Laham,FIFA World Cup qualification,30,FALSE,FALSE
06-09-2013,Jordan,Uzbekistan,Uzbekistan,Server Djeparov,FIFA World Cup qualification,35,FALSE,FALSE
06-09-2013,Kazakhstan,Faroe Islands,Faroe Islands,Fróði Benjaminsen,FIFA World Cup qualification,23,FALSE,FALSE
06-09-2013,Kazakhstan,Faroe Islands,Kazakhstan,Kairat Nurdauletov,FIFA World Cup qualification,49,FALSE,TRUE
06-09-2013,Kazakhstan,Faroe Islands,Kazakhstan,Andrei Finonchenko,FIFA World Cup qualification,63,FALSE,FALSE
06-09-2013,Latvia,Lithuania,Latvia,Nauris Bulvītis,FIFA World Cup qualification,20,FALSE,FALSE
06-09-2013,Latvia,Lithuania,Latvia,Artūrs Zjuzins,FIFA World Cup qualification,42,FALSE,FALSE
06-09-2013,Latvia,Lithuania,Lithuania,Deivydas Matulevičius,FIFA World Cup qualification,44,FALSE,FALSE
06-09-2013,Liechtenstein,Greece,Greece,Konstantinos Mitroglou,FIFA World Cup qualification,72,FALSE,FALSE
06-09-2013,Malta,Denmark,Denmark,Leon Andreasen,FIFA World Cup qualification,2,FALSE,FALSE
06-09-2013,Malta,Denmark,Malta,Clayton Failla,FIFA World Cup qualification,38,FALSE,FALSE
06-09-2013,Malta,Denmark,Denmark,Ryan Camilleri,FIFA World Cup qualification,52,TRUE,FALSE
06-09-2013,Mexico,Honduras,Mexico,Oribe Peralta,FIFA World Cup qualification,6,FALSE,FALSE
06-09-2013,Mexico,Honduras,Honduras,Jerry Bengtson,FIFA World Cup qualification,63,FALSE,FALSE
06-09-2013,Mexico,Honduras,Honduras,Carlo Costly,FIFA World Cup qualification,66,FALSE,FALSE
06-09-2013,North Macedonia,Wales,North Macedonia,Ivan Trichkovski,FIFA World Cup qualification,20,FALSE,FALSE
06-09-2013,North Macedonia,Wales,Wales,Aaron Ramsey,FIFA World Cup qualification,39,FALSE,TRUE
